pa, pp, ta, tp
the rich pilot comforts the winner .,the winner is comforted by the rich pilot .,a scientist forgot a coat .,a coat was forgotten by a scientist .
the funny father removes the bottle .,the bottle is removed by the funny father .,a scientist forgot a coat .,a coat was forgotten by a scientist .
the violent pilot drinks the tea .,the tea is drunk by the violent pilot .,a scientist forgot a coat .,a coat was forgotten by a scientist .
the sexy kid describes the mayor .,the mayor is described by the sexy kid .,a scientist forgot a coat .,a coat was forgotten by a scientist .
the nice daughter joins the business .,the business is joined by the nice daughter .,a scientist forgot a coat .,a coat was forgotten by a scientist .
the rich teacher helps the writer .,the writer is helped by the rich teacher .,a scientist forgot a coat .,a coat was forgotten by a scientist .
the chinese professor struck the cousin .,the cousin was struck by the chinese professor .,a cop judges a husband .,a husband is judged by a cop .
the drunk nurse joined the manager .,the manager was joined by the drunk nurse .,a cop judges a husband .,a husband is judged by a cop .
the nice colonel understood the worker .,the worker was understood by the nice colonel .,a cop judges a husband .,a husband is judged by a cop .
the bad candidate washed the telephone .,the telephone was washed by the bad candidate .,a cop judges a husband .,a husband is judged by a cop .
the fair mother understood the girl .,the girl was understood by the fair mother .,a cop judges a husband .,a husband is judged by a cop .
the funny girl understood the captain .,the captain was understood by the funny girl .,a cop judges a husband .,a husband is judged by a cop .
the brilliant physician discovered the tea .,the tea was discovered by the brilliant physician .,a cop judges a husband .,a husband is judged by a cop .
the loud manager grabbed the pot .,the pot was grabbed by the loud manager .,a cop judges a husband .,a husband is judged by a cop .
the ridiculous winner accepted the television .,the television was accepted by the ridiculous winner .,a cop judges a husband .,a husband is judged by a cop .
the athletic actress wrapped the guitar .,the guitar was wrapped by the athletic actress .,a cop judges a husband .,a husband is judged by a cop .
the beautiful girl understands the buddy .,the buddy is understood by the beautiful girl .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the curious band purchases the beer .,the beer is purchased by the curious band .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the peaceful guest leaves the crystal .,the crystal is left by the peaceful guest .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the religious worker understands the singer .,the singer is understood by the religious worker .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the strange prince protects the daughter .,the daughter is protected by the strange prince .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the insane author embraces the candidate .,the candidate is embraced by the insane author .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the sexy parent protects the teacher .,the teacher is protected by the sexy parent .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the wise guy understands the worker .,the worker is understood by the wise guy .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the drunk captain drinks the tea .,the tea is drunk by the drunk captain .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
the aggressive administration uses the hat .,the hat is used by the aggressive administration .,a doctor discovered a cigarette .,a cigarette was discovered by a doctor .
an angry attorney discovers a guest .,a guest is discovered by an angry attorney .,the professor tasted the meal .,the meal was tasted by the professor .
a pale chief understands a kid .,a kid is understood by a pale chief .,the professor tasted the meal .,the meal was tasted by the professor .
a strong winner raises an opponent .,an opponent is raised by a strong winner .,the professor tasted the meal .,the meal was tasted by the professor .
a innocent manager wants a cheese .,a cheese is wanted by a innocent manager .,the professor tasted the meal .,the meal was tasted by the professor .
an insane adult hurries a sheriff .,a sheriff is hurried by an insane adult .,the professor tasted the meal .,the meal was tasted by the professor .
a religious champion bothers a business .,a business is bothered by a religious champion .,the professor tasted the meal .,the meal was tasted by the professor .
a powerful sheriff follows a pilot .,a pilot is followed by a powerful sheriff .,the professor tasted the meal .,the meal was tasted by the professor .
an afraid employee judges a prince .,a prince is judged by an afraid employee .,the professor tasted the meal .,the meal was tasted by the professor .
a loud mother raises a chicken .,a chicken is raised by a loud mother .,the professor tasted the meal .,the meal was tasted by the professor .
a sensitive father leads an army .,an army is led by a sensitive father .,the professor tasted the meal .,the meal was tasted by the professor .
an important author washes a camera .,a camera is washed by an important author .,the child beat the kid .,the kid was beaten by the child .
a rich winner helps an attorney .,an attorney is helped by a rich winner .,the child beat the kid .,the kid was beaten by the child .
a sensitive woman tastes a meal .,a meal is tasted by a sensitive woman .,the child beat the kid .,the kid was beaten by the child .
a creative teacher forgets a plate .,a plate is forgotten by a creative teacher .,the child beat the kid .,the kid was beaten by the child .
a silent sheriff describes a lady .,a lady is described by a silent sheriff .,the child beat the kid .,the kid was beaten by the child .
a odd sheriff teaches an actor .,an actor is taught by a odd sheriff .,the child beat the kid .,the kid was beaten by the child .
a rough manager forgets a meal .,a meal is forgotten by a rough manager .,the child beat the kid .,the kid was beaten by the child .
a holy lawyer carries a card .,a card is carried by a holy lawyer .,the child beat the kid .,the kid was beaten by the child .
a sexy wife tastes a cheese .,a cheese is tasted by a sexy wife .,the child beat the kid .,the kid was beaten by the child .
a sophisticated buddy forgives an army .,an army is forgiven by a sophisticated buddy .,the child beat the kid .,the kid was beaten by the child .
a loving scientist chases a company .,a company is chased by a loving scientist .,the father ate the cheese .,the cheese was eaten by the father .
a chinese cop raises an aunt .,an aunt is raised by a chinese cop .,the father ate the cheese .,the cheese was eaten by the father .
a busy guy kisses a president .,a president is kissed by a busy guy .,the father ate the cheese .,the cheese was eaten by the father .
a special pilot hurries a girl .,a girl is hurried by a special pilot .,the father ate the cheese .,the cheese was eaten by the father .
a strange buddy embraces a husband .,a husband is embraced by a strange buddy .,the father ate the cheese .,the cheese was eaten by the father .
a silent president leads a club .,a club is led by a silent president .,the father ate the cheese .,the cheese was eaten by the father .
a tough sheriff raises a cup .,a cup is raised by a tough sheriff .,the father ate the cheese .,the cheese was eaten by the father .
a pretty lady punches a prince .,a prince is punched by a pretty lady .,the father ate the cheese .,the cheese was eaten by the father .
a young princess comforts a professor .,a professor is comforted by a young princess .,the father ate the cheese .,the cheese was eaten by the father .
a pale nurse breaks a coat .,a coat is broken by a pale nurse .,the father ate the cheese .,the cheese was eaten by the father .
the cool corporation wanted the meal .,the meal was wanted by the cool corporation .,a professor collects a bowl .,a bowl is collected by a professor .
the glad prince helped the employee .,the employee was helped by the glad prince .,a professor collects a bowl .,a bowl is collected by a professor .
the special friend discovered the telephone .,the telephone was discovered by the special friend .,a professor collects a bowl .,a bowl is collected by a professor .
the crazy manager hurried the priest .,the priest was hurried by the crazy manager .,a professor collects a bowl .,a bowl is collected by a professor .
the southern prince raised the author .,the author was raised by the southern prince .,a professor collects a bowl .,a bowl is collected by a professor .
the patient prince tasted the candy .,the candy was tasted by the patient prince .,a professor collects a bowl .,a bowl is collected by a professor .
the patient nurse drank the tea .,the tea was drunk by the patient nurse .,a professor collects a bowl .,a bowl is collected by a professor .
the strange girl discovered the daughter .,the daughter was discovered by the strange girl .,a professor collects a bowl .,a bowl is collected by a professor .
the great company purchased the cheese .,the cheese was purchased by the great company .,a professor collects a bowl .,a bowl is collected by a professor .
the critical champion hurried the manager .,the manager was hurried by the critical champion .,a professor collects a bowl .,a bowl is collected by a professor .
the evil adult washed the telephone .,the telephone was washed by the evil adult .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the angry adult raised the cheese .,the cheese was raised by the angry adult .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the sweet writer discovered the buddy .,the buddy was discovered by the sweet writer .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the willing chief punched the mother .,the mother was punched by the willing chief .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the curious sheriff followed the cop .,the cop was followed by the curious sheriff .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the rich doctor dragged the box .,the box was dragged by the rich doctor .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the handsome sheriff destroyed the meal .,the meal was destroyed by the handsome sheriff .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the awful employer wanted the juice .,the juice was wanted by the awful employer .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the illegal employee carried the juice .,the juice was carried by the illegal employee .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the pale priest followed the company .,the company was followed by the pale priest .,a girl grabs a chocolate .,a chocolate is grabbed by a girl .
the intelligent opponent forgave the reader .,the reader was forgiven by the intelligent opponent .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the dangerous secretary collected the motor .,the motor was collected by the dangerous secretary .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the good writer bothered the company .,the company was bothered by the good writer .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the loud cop discovered the meal .,the meal was discovered by the loud cop .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the spanish guest asked the chief .,the chief was asked by the spanish guest .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the glad boy drank the tea .,the tea was drunk by the glad boy .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the generous girl hurt the corporation .,the corporation was hurt by the generous girl .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the willing sheriff drank the juice .,the juice was drunk by the willing sheriff .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the excellent attorney described the beer .,the beer was described by the excellent attorney .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
the blind reader washed the brother .,the brother was washed by the blind reader .,a teacher purchases a cigarette .,a cigarette is purchased by a teacher .
a healthy pilot washed a button .,a button was washed by a healthy pilot .,the aunt embraces the son .,the son is embraced by the aunt .
a mad chief washed a coat .,a coat was washed by a mad chief .,the aunt embraces the son .,the son is embraced by the aunt .
a proud man carried an engine .,an engine was carried by a proud man .,the aunt embraces the son .,the son is embraced by the aunt .
a violent priest dragged a secretary .,a secretary was dragged by a violent priest .,the aunt embraces the son .,the son is embraced by the aunt .
a poor hero killed a leader .,a leader was killed by a poor hero .,the aunt embraces the son .,the son is embraced by the aunt .
a weird kid destroyed an iron .,an iron was destroyed by a weird kid .,the aunt embraces the son .,the son is embraced by the aunt .
a silly leader selected a guitar .,a guitar was selected by a silly leader .,the aunt embraces the son .,the son is embraced by the aunt .
a poor reader chased a soldier .,a soldier was chased by a poor reader .,the aunt embraces the son .,the son is embraced by the aunt .
a funny winner described a pie .,a pie was described by a funny winner .,the aunt embraces the son .,the son is embraced by the aunt .
a fantastic manager punched a buddy .,a buddy was punched by a fantastic manager .,the aunt embraces the son .,the son is embraced by the aunt .
the crazy husband carries the instrument .,the instrument is carried by the crazy husband .,a mother caught a professor .,a professor was caught by a mother .
the evil opponent smells the camera .,the camera is smelled by the evil opponent .,a mother caught a professor .,a professor was caught by a mother .
the healthy physician asks the actor .,the actor is asked by the healthy physician .,a mother caught a professor .,a professor was caught by a mother .
the crazy minister tastes the pie .,the pie is tasted by the crazy minister .,a mother caught a professor .,a professor was caught by a mother .
the curious guy surprises the captain .,the captain is surprised by the curious guy .,a mother caught a professor .,a professor was caught by a mother .
the kind boy kills the son .,the son is killed by the kind boy .,a mother caught a professor .,a professor was caught by a mother .
the blind girl eats the candy .,the candy is eaten by the blind girl .,a mother caught a professor .,a professor was caught by a mother .
the weird secretary forgets the button .,the button is forgotten by the weird secretary .,a mother caught a professor .,a professor was caught by a mother .
the mad bishop forgets the beer .,the beer is forgotten by the mad bishop .,a mother caught a professor .,a professor was caught by a mother .
the responsible boy bothers the son .,the son is bothered by the responsible boy .,a mother caught a professor .,a professor was caught by a mother .
a lonely child removes a box .,a box is removed by a lonely child .,the employee understood the guy .,the guy was understood by the employee .
a proud cop breaks a television .,a television is broken by a proud cop .,the employee understood the guy .,the guy was understood by the employee .
a criminal son leads an army .,an army is led by a criminal son .,the employee understood the guy .,the guy was understood by the employee .
a pretty friend breaks a button .,a button is broken by a pretty friend .,the employee understood the guy .,the guy was understood by the employee .
a curious guest raises a coffee .,a coffee is raised by a curious guest .,the employee understood the guy .,the guy was understood by the employee .
an awful author removes a plate .,a plate is removed by an awful author .,the employee understood the guy .,the guy was understood by the employee .
an awesome actress describes a kid .,a kid is described by an awesome actress .,the employee understood the guy .,the guy was understood by the employee .
an illegal uncle carries a juice .,a juice is carried by an illegal uncle .,the employee understood the guy .,the guy was understood by the employee .
a horrible son tastes a salad .,a salad is tasted by a horrible son .,the employee understood the guy .,the guy was understood by the employee .
an american adult eats a chocolate .,a chocolate is eaten by an american adult .,the employee understood the guy .,the guy was understood by the employee .
a nice girl grabbed a chocolate .,a chocolate was grabbed by a nice girl .,the winner asks the princess .,the princess is asked by the winner .
a sick husband killed a boy .,a boy was killed by a sick husband .,the winner asks the princess .,the princess is asked by the winner .
a innocent physician forgot a tea .,a tea was forgotten by a innocent physician .,the winner asks the princess .,the princess is asked by the winner .
a friendly partner kept a bowl .,a bowl was kept by a friendly partner .,the winner asks the princess .,the princess is asked by the winner .
an excited employer destroyed a bowl .,a bowl was destroyed by an excited employer .,the winner asks the princess .,the princess is asked by the winner .
a ridiculous guy drank a beer .,a beer was drunk by a ridiculous guy .,the winner asks the princess .,the princess is asked by the winner .
an honest opponent followed an army .,an army was followed by an honest opponent .,the winner asks the princess .,the princess is asked by the winner .
a critical sheriff surprised an employee .,an employee was surprised by a critical sheriff .,the winner asks the princess .,the princess is asked by the winner .
an italian actress broke a flower .,a flower was broken by an italian actress .,the winner asks the princess .,the princess is asked by the winner .
an excellent uncle discovered a chocolate .,a chocolate was discovered by an excellent uncle .,the winner asks the princess .,the princess is asked by the winner .
the tired singer bothered the administration .,the administration was bothered by the tired singer .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the sophisticated wife struck the singer .,the singer was struck by the sophisticated wife .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the violent cop left the coat .,the coat was left by the violent cop .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the gentle nurse wrapped the knife .,the knife was wrapped by the gentle nurse .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the rough chief helped the girl .,the girl was helped by the rough chief .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the evil administration helped the pilot .,the pilot was helped by the evil administration .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the american employee taught the wife .,the wife was taught by the american employee .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the religious teacher described the iron .,the iron was described by the religious teacher .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the afraid actor dragged the girl .,the girl was dragged by the afraid actor .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the happy man punched the father .,the father was punched by the happy man .,an attorney keeps a coffee .,a coffee is kept by an attorney .
the innocent hero protects the secretary .,the secretary is protected by the innocent hero .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the sexy president wraps the box .,the box is wrapped by the sexy president .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the fantastic bishop washes the gun .,the gun is washed by the fantastic bishop .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the insane opponent leaves the log .,the log is left by the insane opponent .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the critical professor punches the teacher .,the teacher is punched by the critical professor .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the blind kid carries the parent .,the parent is carried by the blind kid .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the athletic employer wraps the newspaper .,the newspaper is wrapped by the athletic employer .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the beautiful worker describes the daughter .,the daughter is described by the beautiful worker .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the sad nurse punches the winner .,the winner is punched by the sad nurse .,a guy ate a chocolate .,a chocolate was eaten by a guy .
the gentle hero keeps the knife .,the knife is kept by the gentle hero .,a guy ate a chocolate .,a chocolate was eaten by a guy .
a terrible king understood a lawyer .,a lawyer was understood by a terrible king .,the child teaches the lady .,the lady is taught by the child .
a normal pilot destroyed a coffee .,a coffee was destroyed by a normal pilot .,the child teaches the lady .,the lady is taught by the child .
an american employee selected a coffee .,a coffee was selected by an american employee .,the child teaches the lady .,the lady is taught by the child .
an afraid actor embraced a buddy .,a buddy was embraced by an afraid actor .,the child teaches the lady .,the lady is taught by the child .
a religious guest comforted an author .,an author was comforted by a religious guest .,the child teaches the lady .,the lady is taught by the child .
an honest administration used a newspaper .,a newspaper was used by an honest administration .,the child teaches the lady .,the lady is taught by the child .
a foreign minister carried a wire .,a wire was carried by a foreign minister .,the child teaches the lady .,the lady is taught by the child .
a chinese minister wrapped a television .,a television was wrapped by a chinese minister .,the child teaches the lady .,the lady is taught by the child .
an honest actress drank a coffee .,a coffee was drunk by an honest actress .,the child teaches the lady .,the lady is taught by the child .
a loving hero left a motor .,a motor was left by a loving hero .,the child teaches the lady .,the lady is taught by the child .
a loud singer leads a corporation .,a corporation is led by a loud singer .,the son accepted the cup .,the cup was accepted by the son .
a sick writer asks a sheriff .,a sheriff is asked by a sick writer .,the son accepted the cup .,the cup was accepted by the son .
a glad girl joins a corporation .,a corporation is joined by a glad girl .,the son accepted the cup .,the cup was accepted by the son .
a brilliant hero hurries a chief .,a chief is hurried by a brilliant hero .,the son accepted the cup .,the cup was accepted by the son .
a criminal candidate eats a chocolate .,a chocolate is eaten by a criminal candidate .,the son accepted the cup .,the cup was accepted by the son .
a sweet buddy prepares a bottle .,a bottle is prepared by a sweet buddy .,the son accepted the cup .,the cup was accepted by the son .
a glad prince catches a cheese .,a cheese is caught by a glad prince .,the son accepted the cup .,the cup was accepted by the son .
an illegal employer protects a sheriff .,a sheriff is protected by an illegal employer .,the son accepted the cup .,the cup was accepted by the son .
an american aunt prepares a salad .,a salad is prepared by an american aunt .,the son accepted the cup .,the cup was accepted by the son .
an aggressive opponent smells a chicken .,a chicken is smelled by an aggressive opponent .,the son accepted the cup .,the cup was accepted by the son .
the wonderful parent washes the engine .,the engine is washed by the wonderful parent .,a singer selected a writer .,a writer was selected by a singer .
the sick secretary kills the bishop .,the bishop is killed by the sick secretary .,a singer selected a writer .,a writer was selected by a singer .
the sad champion hurts the secretary .,the secretary is hurt by the sad champion .,a singer selected a writer .,a writer was selected by a singer .
the english attorney forgives the physician .,the physician is forgiven by the english attorney .,a singer selected a writer .,a writer was selected by a singer .
the illegal uncle chases the son .,the son is chased by the illegal uncle .,a singer selected a writer .,a writer was selected by a singer .
the lonely physician bothers the manager .,the manager is bothered by the lonely physician .,a singer selected a writer .,a writer was selected by a singer .
the pretty boy understands the employee .,the employee is understood by the pretty boy .,a singer selected a writer .,a writer was selected by a singer .
the famous company uses the ball .,the ball is used by the famous company .,a singer selected a writer .,a writer was selected by a singer .
the crazy scientist carries the bowl .,the bowl is carried by the crazy scientist .,a singer selected a writer .,a writer was selected by a singer .
the powerful guy drags the king .,the king is dragged by the powerful guy .,a singer selected a writer .,a writer was selected by a singer .
the chinese cop removed the cigarette .,the cigarette was removed by the chinese cop .,an uncle strikes a brother .,a brother is struck by an uncle .
the special president removed the glass .,the glass was removed by the special president .,an uncle strikes a brother .,a brother is struck by an uncle .
the excellent employee prepared the tea .,the tea was prepared by the excellent employee .,an uncle strikes a brother .,a brother is struck by an uncle .
the helpful wife grabbed the gun .,the gun was grabbed by the helpful wife .,an uncle strikes a brother .,a brother is struck by an uncle .
the bad sheriff kissed the girl .,the girl was kissed by the bad sheriff .,an uncle strikes a brother .,a brother is struck by an uncle .
the creative physician accepted the cigarette .,the cigarette was accepted by the creative physician .,an uncle strikes a brother .,a brother is struck by an uncle .
the tired minister collected the meal .,the meal was collected by the tired minister .,an uncle strikes a brother .,a brother is struck by an uncle .
the hungry princess forgave the band .,the band was forgiven by the hungry princess .,an uncle strikes a brother .,a brother is struck by an uncle .
the important actor used the iron .,the iron was used by the important actor .,an uncle strikes a brother .,a brother is struck by an uncle .
the brave chief chased the corporation .,the corporation was chased by the brave chief .,an uncle strikes a brother .,a brother is struck by an uncle .
the fantastic husband hurts the corporation .,the corporation is hurt by the fantastic husband .,a father judged a reader .,a reader was judged by a father .
the nervous woman prepares the candy .,the candy is prepared by the nervous woman .,a father judged a reader .,a reader was judged by a father .
the brave scientist washes the friend .,the friend is washed by the brave scientist .,a father judged a reader .,a reader was judged by a father .
the brave child eats the chocolate .,the chocolate is eaten by the brave child .,a father judged a reader .,a reader was judged by a father .
the silent chief asks the club .,the club is asked by the silent chief .,a father judged a reader .,a reader was judged by a father .
the busy band purchases the button .,the button is purchased by the busy band .,a father judged a reader .,a reader was judged by a father .
the special soldier punches the king .,the king is punched by the special soldier .,a father judged a reader .,a reader was judged by a father .
the attractive army protects the woman .,the woman is protected by the attractive army .,a father judged a reader .,a reader was judged by a father .
the rich winner collects the coffee .,the coffee is collected by the rich winner .,a father judged a reader .,a reader was judged by a father .
the sad president beats the king .,the king is beaten by the sad president .,a father judged a reader .,a reader was judged by a father .
the mad teacher comforted the uncle .,the uncle was comforted by the mad teacher .,a husband collects a juice .,a juice is collected by a husband .
the catholic reader helped the mayor .,the mayor was helped by the catholic reader .,a husband collects a juice .,a juice is collected by a husband .
the loud child asked the company .,the company was asked by the loud child .,a husband collects a juice .,a juice is collected by a husband .
the cool brother used the wire .,the wire was used by the cool brother .,a husband collects a juice .,a juice is collected by a husband .
the bright sheriff destroyed the coffee .,the coffee was destroyed by the bright sheriff .,a husband collects a juice .,a juice is collected by a husband .
the innocent king bothered the mayor .,the mayor was bothered by the innocent king .,a husband collects a juice .,a juice is collected by a husband .
the angry uncle killed the daughter .,the daughter was killed by the angry uncle .,a husband collects a juice .,a juice is collected by a husband .
the brave mother washed the wire .,the wire was washed by the brave mother .,a husband collects a juice .,a juice is collected by a husband .
the tiny corporation helped the secretary .,the secretary was helped by the tiny corporation .,a husband collects a juice .,a juice is collected by a husband .
the good guy caught the pie .,the pie was caught by the good guy .,a husband collects a juice .,a juice is collected by a husband .
the curious woman teaches the opponent .,the opponent is taught by the curious woman .,a champion forgot a tea .,a tea was forgotten by a champion .
the jewish wife discovers the singer .,the singer is discovered by the jewish wife .,a champion forgot a tea .,a tea was forgotten by a champion .
the powerful parent follows the company .,the company is followed by the powerful parent .,a champion forgot a tea .,a tea was forgotten by a champion .
the good princess carries the buddy .,the buddy is carried by the good princess .,a champion forgot a tea .,a tea was forgotten by a champion .
the brilliant mayor hurries the cop .,the cop is hurried by the brilliant mayor .,a champion forgot a tea .,a tea was forgotten by a champion .
the modest guest uses the plate .,the plate is used by the modest guest .,a champion forgot a tea .,a tea was forgotten by a champion .
the scary reader kisses the lady .,the lady is kissed by the scary reader .,a champion forgot a tea .,a tea was forgotten by a champion .
the proud worker hurries the guy .,the guy is hurried by the proud worker .,a champion forgot a tea .,a tea was forgotten by a champion .
the pale woman collects the cigarette .,the cigarette is collected by the pale woman .,a champion forgot a tea .,a tea was forgotten by a champion .
the handsome wife wraps the iron .,the iron is wrapped by the handsome wife .,a champion forgot a tea .,a tea was forgotten by a champion .
the serious winner tasted the salad .,the salad was tasted by the serious winner .,a partner strikes a guest .,a guest is struck by a partner .
the nice prince selected the cheese .,the cheese was selected by the nice prince .,a partner strikes a guest .,a guest is struck by a partner .
the loving candidate led the corporation .,the corporation was led by the loving candidate .,a partner strikes a guest .,a guest is struck by a partner .
the funny captain asked the champion .,the champion was asked by the funny captain .,a partner strikes a guest .,a guest is struck by a partner .
the poor worker hurt the student .,the student was hurt by the poor worker .,a partner strikes a guest .,a guest is struck by a partner .
the powerful scientist comforted the son .,the son was comforted by the powerful scientist .,a partner strikes a guest .,a guest is struck by a partner .
the poor cop left the knife .,the knife was left by the poor cop .,a partner strikes a guest .,a guest is struck by a partner .
the catholic nurse dragged the guitar .,the guitar was dragged by the catholic nurse .,a partner strikes a guest .,a guest is struck by a partner .
the important actor bothered the actress .,the actress was bothered by the important actor .,a partner strikes a guest .,a guest is struck by a partner .
the italian author wrapped the anchor .,the anchor was wrapped by the italian author .,a partner strikes a guest .,a guest is struck by a partner .
the good worker washed the glass .,the glass was washed by the good worker .,a priest follows a corporation .,a corporation is followed by a priest .
the drunk guest smelled the cheese .,the cheese was smelled by the drunk guest .,a priest follows a corporation .,a corporation is followed by a priest .
the rich pilot embraced the parent .,the parent was embraced by the rich pilot .,a priest follows a corporation .,a corporation is followed by a priest .
the dumb lady raised the employee .,the employee was raised by the dumb lady .,a priest follows a corporation .,a corporation is followed by a priest .
the tired scientist kissed the partner .,the partner was kissed by the tired scientist .,a priest follows a corporation .,a corporation is followed by a priest .
the fantastic princess raised the hero .,the hero was raised by the fantastic princess .,a priest follows a corporation .,a corporation is followed by a priest .
the rich guest kissed the champion .,the champion was kissed by the rich guest .,a priest follows a corporation .,a corporation is followed by a priest .
the pale king collected the bottle .,the bottle was collected by the pale king .,a priest follows a corporation .,a corporation is followed by a priest .
the afraid author collected the bag .,the bag was collected by the afraid author .,a priest follows a corporation .,a corporation is followed by a priest .
the mad woman smelled the button .,the button was smelled by the mad woman .,a priest follows a corporation .,a corporation is followed by a priest .
an american uncle purchased a chicken .,a chicken was purchased by an american uncle .,the son describes the salad .,the salad is described by the son .
a creative guy prepared a candy .,a candy was prepared by a creative guy .,the son describes the salad .,the salad is described by the son .
a tough lawyer grabbed a gun .,a gun was grabbed by a tough lawyer .,the son describes the salad .,the salad is described by the son .
an awesome aunt surprised a guest .,a guest was surprised by an awesome aunt .,the son describes the salad .,the salad is described by the son .
a cute colonel followed a princess .,a princess was followed by a cute colonel .,the son describes the salad .,the salad is described by the son .
a brave nurse comforted a doctor .,a doctor was comforted by a brave nurse .,the son describes the salad .,the salad is described by the son .
a loving physician carried a tea .,a tea was carried by a loving physician .,the son describes the salad .,the salad is described by the son .
a scary cousin understood a partner .,a partner was understood by a scary cousin .,the son describes the salad .,the salad is described by the son .
a pretty cousin raised a chicken .,a chicken was raised by a pretty cousin .,the son describes the salad .,the salad is described by the son .
an eager employer followed an army .,an army was followed by an eager employer .,the son describes the salad .,the salad is described by the son .
the patient king smells the bowl .,the bowl is smelled by the patient king .,an employer led a business .,a business was led by an employer .
the mad boy removes the machine .,the machine is removed by the mad boy .,an employer led a business .,a business was led by an employer .
the spanish princess eats the salad .,the salad is eaten by the spanish princess .,an employer led a business .,a business was led by an employer .
the critical mother wraps the television .,the television is wrapped by the critical mother .,an employer led a business .,a business was led by an employer .
the nice boy joins the guy .,the guy is joined by the nice boy .,an employer led a business .,a business was led by an employer .
the french captain hurts the administration .,the administration is hurt by the french captain .,an employer led a business .,a business was led by an employer .
the chinese bishop embraces the manager .,the manager is embraced by the chinese bishop .,an employer led a business .,a business was led by an employer .
the honest opponent chases the winner .,the winner is chased by the honest opponent .,an employer led a business .,a business was led by an employer .
the english author selects the pot .,the pot is selected by the english author .,an employer led a business .,a business was led by an employer .
the guilty buddy embraces the captain .,the captain is embraced by the guilty buddy .,an employer led a business .,a business was led by an employer .
the criminal man understands the aunt .,the aunt is understood by the criminal man .,a friend forgot a tea .,a tea was forgotten by a friend .
the english employer tastes the cheese .,the cheese is tasted by the english employer .,a friend forgot a tea .,a tea was forgotten by a friend .
the alert uncle teaches the soldier .,the soldier is taught by the alert uncle .,a friend forgot a tea .,a tea was forgotten by a friend .
the english attorney kisses the president .,the president is kissed by the english attorney .,a friend forgot a tea .,a tea was forgotten by a friend .
the famous kid beats the secretary .,the secretary is beaten by the famous kid .,a friend forgot a tea .,a tea was forgotten by a friend .
the drunk bishop collects the ball .,the ball is collected by the drunk bishop .,a friend forgot a tea .,a tea was forgotten by a friend .
the awful adult eats the candy .,the candy is eaten by the awful adult .,a friend forgot a tea .,a tea was forgotten by a friend .
the sad minister selects the card .,the card is selected by the sad minister .,a friend forgot a tea .,a tea was forgotten by a friend .
the tall king chases the singer .,the singer is chased by the tall king .,a friend forgot a tea .,a tea was forgotten by a friend .
the hungry wife hurts the army .,the army is hurt by the hungry wife .,a friend forgot a tea .,a tea was forgotten by a friend .
a willing guy embraced a champion .,a champion was embraced by a willing guy .,the child wraps the coat .,the coat is wrapped by the child .
a criminal hero bothered a band .,a band was bothered by a criminal hero .,the child wraps the coat .,the coat is wrapped by the child .
