pa, pp, ta, tp
an american uncle raises an anchor .,an anchor is raised by an american uncle .,the normal wife caught the tea .,the tea was caught by the normal wife .
a busy singer surprises a priest .,a priest is surprised by a busy singer .,the helpful wife caught the tea .,the tea was caught by the helpful wife .
a cute winner destroys a brother .,a brother is destroyed by a cute winner .,the pretty wife caught the tea .,the tea was caught by the pretty wife .
an excited employer eats a chocolate .,a chocolate is eaten by an excited employer .,the wise wife caught the tea .,the tea was caught by the wise wife .
a normal princess collects a beer .,a beer is collected by a normal princess .,the sick wife caught the tea .,the tea was caught by the sick wife .
a rough president kissed an actress .,an actress was kissed by a rough president .,the glad captain tastes the meal .,the meal is tasted by the glad captain .
an evil author left a cigarette .,a cigarette was left by an evil author .,the french captain tastes the meal .,the meal is tasted by the french captain .
a silly child collected a coffee .,a coffee was collected by a silly child .,the funny captain tastes the meal .,the meal is tasted by the funny captain .
a scary business helped a man .,a man was helped by a scary business .,the normal captain tastes the meal .,the meal is tasted by the normal captain .
a kind soldier removed a telephone .,a telephone was removed by a kind soldier .,the cool captain tastes the meal .,the meal is tasted by the cool captain .
an awesome actress purchased a juice .,a juice was purchased by an awesome actress .,the spanish captain tastes the meal .,the meal is tasted by the spanish captain .
a silent partner drank a tea .,a tea was drunk by a silent partner .,the catholic captain tastes the meal .,the meal is tasted by the catholic captain .
a creative kid grabbed a gun .,a gun was grabbed by a creative kid .,the happy captain tastes the meal .,the meal is tasted by the happy captain .
a curious writer killed a partner .,a partner was killed by a curious writer .,the glad captain tastes the meal .,the meal is tasted by the glad captain .
a lonely professor grabbed an instrument .,an instrument was grabbed by a lonely professor .,the proud captain tastes the meal .,the meal is tasted by the proud captain .
the peaceful partner understood the worker .,the worker was understood by the peaceful partner .,an excited adult collects a tea .,a tea is collected by an excited adult .
the strange partner destroyed the plate .,the plate was destroyed by the strange partner .,an aggressive adult collects a tea .,a tea is collected by an aggressive adult .
the foreign minister helped the employee .,the employee was helped by the foreign minister .,an aggressive adult collects a tea .,a tea is collected by an aggressive adult .
the gentle singer used the hat .,the hat was used by the gentle singer .,an evil adult collects a tea .,a tea is collected by an evil adult .
the sophisticated buddy broke the computer .,the computer was broken by the sophisticated buddy .,an english adult collects a tea .,a tea is collected by an english adult .
the brave husband beat the opponent .,the opponent was beaten by the brave husband .,an awesome adult collects a tea .,a tea is collected by an awesome adult .
the evil opponent struck the colonel .,the colonel was struck by the evil opponent .,an insane adult collects a tea .,a tea is collected by an insane adult .
the proud professor killed the husband .,the husband was killed by the proud professor .,an evil adult collects a tea .,a tea is collected by an evil adult .
the insane opponent bothered the army .,the army was bothered by the insane opponent .,an athletic adult collects a tea .,a tea is collected by an athletic adult .
the american administration used the knife .,the knife was used by the american administration .,an italian adult collects a tea .,a tea is collected by an italian adult .
the patient writer kills the singer .,the singer is killed by the patient writer .,a glad brother wrapped a bag .,a bag was wrapped by a glad brother .
the innocent winner chases the singer .,the singer is chased by the innocent winner .,a calm brother wrapped a bag .,a bag was wrapped by a calm brother .
the sick captain eats the candy .,the candy is eaten by the sick captain .,a beautiful brother wrapped a bag .,a bag was wrapped by a beautiful brother .
the pale student accepts the log .,the log is accepted by the pale student .,a strong brother wrapped a bag .,a bag was wrapped by a strong brother .
the cool winner protects the chief .,the chief is protected by the cool winner .,a special brother wrapped a bag .,a bag was wrapped by a special brother .
the excited aunt forgives the nurse .,the nurse is forgiven by the excited aunt .,a fantastic brother wrapped a bag .,a bag was wrapped by a fantastic brother .
the cute parent eats the pie .,the pie is eaten by the cute parent .,a wonderful brother wrapped a bag .,a bag was wrapped by a wonderful brother .
the cute physician forgives the teacher .,the teacher is forgiven by the cute physician .,a loving brother wrapped a bag .,a bag was wrapped by a loving brother .
the mad king judges the girl .,the girl is judged by the mad king .,a nervous brother wrapped a bag .,a bag was wrapped by a nervous brother .
the cute priest kills the princess .,the princess is killed by the cute priest .,a jewish brother wrapped a bag .,a bag was wrapped by a jewish brother .
a dangerous singer raised a nurse .,a nurse was raised by a dangerous singer .,the special father describes the pie .,the pie is described by the special father .
a weird lady hurt an army .,an army was hurt by a weird lady .,the serious father describes the pie .,the pie is described by the serious father .
a jewish king protected an aunt .,an aunt was protected by a jewish king .,the stupid father describes the pie .,the pie is described by the stupid father .
a innocent boy wrapped a hat .,a hat was wrapped by a innocent boy .,the helpful father describes the pie .,the pie is described by the helpful father .
a terrible cop followed a lawyer .,a lawyer was followed by a terrible cop .,the bright father describes the pie .,the pie is described by the bright father .
a good prince hurt a club .,a club was hurt by a good prince .,the willing father describes the pie .,the pie is described by the willing father .
a rough business helped a hero .,a hero was helped by a rough business .,the strong father describes the pie .,the pie is described by the strong father .
a silent friend tasted a cheese .,a cheese was tasted by a silent friend .,the funny father describes the pie .,the pie is described by the funny father .
a loud singer caught a candidate .,a candidate was caught by a loud singer .,the violent father describes the pie .,the pie is described by the violent father .
a gentle hero led a band .,a band was led by a gentle hero .,the odd father describes the pie .,the pie is described by the odd father .
the wise wife asks the guy .,the guy is asked by the wise wife .,a glad princess kissed a minister .,a minister was kissed by a glad princess .
the fantastic cop keeps the hat .,the hat is kept by the fantastic cop .,a rough princess kissed a minister .,a minister was kissed by a rough princess .
the horrible teacher chases the army .,the army is chased by the horrible teacher .,a willing princess kissed a minister .,a minister was kissed by a willing princess .
the ill teacher wants the telephone .,the telephone is wanted by the ill teacher .,a jewish princess kissed a minister .,a minister was kissed by a jewish princess .
the sweet champion beats the bishop .,the bishop is beaten by the sweet champion .,a helpful princess kissed a minister .,a minister was kissed by a helpful princess .
the drunk man leaves the coat .,the coat is left by the drunk man .,a foreign princess kissed a minister .,a minister was kissed by a foreign princess .
the tall husband carries the uncle .,the uncle is carried by the tall husband .,a loud princess kissed a minister .,a minister was kissed by a loud princess .
the rich writer kills the man .,the man is killed by the rich writer .,a cute princess kissed a minister .,a minister was kissed by a cute princess .
the sweet reader purchases the tea .,the tea is purchased by the sweet reader .,a good princess kissed a minister .,a minister was kissed by a good princess .
the glad doctor prepares the meal .,the meal is prepared by the glad doctor .,a wonderful princess kissed a minister .,a minister was kissed by a wonderful princess .
a hungry chief destroys an actor .,an actor is destroyed by a hungry chief .,the alert employer drank the coffee .,the coffee was drunk by the alert employer .
an eager actor comforts a winner .,a winner is comforted by an eager actor .,the important employer drank the coffee .,the coffee was drunk by the important employer .
a handsome cop joins a nurse .,a nurse is joined by a handsome cop .,the attractive employer drank the coffee .,the coffee was drunk by the attractive employer .
a spanish girl wraps a jacket .,a jacket is wrapped by a spanish girl .,the excited employer drank the coffee .,the coffee was drunk by the excited employer .
an italian administration helps a sheriff .,a sheriff is helped by an italian administration .,the awful employer drank the coffee .,the coffee was drunk by the awful employer .
a tiny corporation wants a wire .,a wire is wanted by a tiny corporation .,the angry employer drank the coffee .,the coffee was drunk by the angry employer .
a foreign lawyer embraces a reader .,a reader is embraced by a foreign lawyer .,the honest employer drank the coffee .,the coffee was drunk by the honest employer .
an insane actress follows a band .,a band is followed by an insane actress .,the important employer drank the coffee .,the coffee was drunk by the important employer .
a stupid kid tastes a meal .,a meal is tasted by a stupid kid .,the awful employer drank the coffee .,the coffee was drunk by the awful employer .
a calm student joins a business .,a business is joined by a calm student .,the alert employer drank the coffee .,the coffee was drunk by the alert employer .
the good singer smells the beer .,the beer is smelled by the good singer .,a wise king judged a colonel .,a colonel was judged by a wise king .
the sophisticated band wants the flower .,the flower is wanted by the sophisticated band .,a terrible king judged a colonel .,a colonel was judged by a terrible king .
the important employee tastes the meal .,the meal is tasted by the important employee .,a powerful king judged a colonel .,a colonel was judged by a powerful king .
the terrible girl smells the coffee .,the coffee is smelled by the terrible girl .,a brilliant king judged a colonel .,a colonel was judged by a brilliant king .
the lonely scientist punches the author .,the author is punched by the lonely scientist .,a kind king judged a colonel .,a colonel was judged by a kind king .
the wise buddy leads the business .,the business is led by the wise buddy .,a guilty king judged a colonel .,a colonel was judged by a guilty king .
the cool scientist discovers the chocolate .,the chocolate is discovered by the cool scientist .,a good king judged a colonel .,a colonel was judged by a good king .
the odd company uses the book .,the book is used by the odd company .,a criminal king judged a colonel .,a colonel was judged by a criminal king .
the insane employee beats the doctor .,the doctor is beaten by the insane employee .,a foreign king judged a colonel .,a colonel was judged by a foreign king .
the sensitive winner wraps the television .,the television is wrapped by the sensitive winner .,a good king judged a colonel .,a colonel was judged by a good king .
a tired winner embraces an employee .,an employee is embraced by a tired winner .,the responsible brother followed the man .,the man was followed by the responsible brother .
an american aunt catches a juice .,a juice is caught by an american aunt .,the serious brother followed the man .,the man was followed by the serious brother .
a tired buddy surprises a physician .,a physician is surprised by a tired buddy .,the loud brother followed the man .,the man was followed by the loud brother .
a beautiful doctor surprises a guest .,a guest is surprised by a beautiful doctor .,the fair brother followed the man .,the man was followed by the fair brother .
a nice king smells a coat .,a coat is smelled by a nice king .,the drunk brother followed the man .,the man was followed by the drunk brother .
a terrible manager embraces a prince .,a prince is embraced by a terrible manager .,the wise brother followed the man .,the man was followed by the wise brother .
a calm colonel kills a reader .,a reader is killed by a calm colonel .,the curious brother followed the man .,the man was followed by the curious brother .
a guilty king kills an employer .,an employer is killed by a guilty king .,the healthy brother followed the man .,the man was followed by the healthy brother .
a busy student collects a log .,a log is collected by a busy student .,the glad brother followed the man .,the man was followed by the glad brother .
a reliable minister understands an adult .,an adult is understood by a reliable minister .,the stupid brother followed the man .,the man was followed by the stupid brother .
a cool nurse prepared a beer .,a beer was prepared by a cool nurse .,the sweet husband wants the chocolate .,the chocolate is wanted by the sweet husband .
a nervous soldier grabbed a buddy .,a buddy was grabbed by a nervous soldier .,the generous husband wants the chocolate .,the chocolate is wanted by the generous husband .
a bad physician selected a king .,a king was selected by a bad physician .,the willing husband wants the chocolate .,the chocolate is wanted by the willing husband .
a kind champion hurried a teacher .,a teacher was hurried by a kind champion .,the nice husband wants the chocolate .,the chocolate is wanted by the nice husband .
a bright king drank a tea .,a tea was drunk by a bright king .,the funny husband wants the chocolate .,the chocolate is wanted by the funny husband .
a drunk parent understood a reader .,a reader was understood by a drunk parent .,the handsome husband wants the chocolate .,the chocolate is wanted by the handsome husband .
a innocent princess wrapped an iron .,an iron was wrapped by a innocent princess .,the funny husband wants the chocolate .,the chocolate is wanted by the funny husband .
a guilty lady protected a minister .,a minister was protected by a guilty lady .,the cool husband wants the chocolate .,the chocolate is wanted by the cool husband .
a terrible corporation purchased a cup .,a cup was purchased by a terrible corporation .,the hungry husband wants the chocolate .,the chocolate is wanted by the hungry husband .
a sick secretary kept a bowl .,a bowl was kept by a sick secretary .,the scary husband wants the chocolate .,the chocolate is wanted by the scary husband .
an honest actress kisses a sheriff .,a sheriff is kissed by an honest actress .,the ordinary colonel collected the knife .,the knife was collected by the ordinary colonel .
a sweet boy teaches a student .,a student is taught by a sweet boy .,the pale colonel collected the knife .,the knife was collected by the pale colonel .
a silly soldier smells a salad .,a salad is smelled by a silly soldier .,the good colonel collected the knife .,the knife was collected by the good colonel .
a tiny club helps an employee .,an employee is helped by a tiny club .,the poor colonel collected the knife .,the knife was collected by the poor colonel .
a dangerous physician wraps an iron .,an iron is wrapped by a dangerous physician .,the fantastic colonel collected the knife .,the knife was collected by the fantastic colonel .
a modest husband uses a ball .,a ball is used by a modest husband .,the friendly colonel collected the knife .,the knife was collected by the friendly colonel .
a tall wife drinks a beer .,a beer is drunk by a tall wife .,the brave colonel collected the knife .,the knife was collected by the brave colonel .
a sweet professor destroys a father .,a father is destroyed by a sweet professor .,the helpful colonel collected the knife .,the knife was collected by the helpful colonel .
a strong professor describes a coat .,a coat is described by a strong professor .,the normal colonel collected the knife .,the knife was collected by the normal colonel .
a pale boy prepares a juice .,a juice is prepared by a pale boy .,the odd colonel collected the knife .,the knife was collected by the odd colonel .
the horrible soldier surprises the colonel .,the colonel is surprised by the horrible soldier .,an aggressive employee helped a winner .,a winner was helped by an aggressive employee .
the tough writer surprises the guest .,the guest is surprised by the tough writer .,an eager employee helped a winner .,a winner was helped by an eager employee .
the curious captain chases the actress .,the actress is chased by the curious captain .,an awesome employee helped a winner .,a winner was helped by an awesome employee .
the chinese king judges the cop .,the cop is judged by the chinese king .,an emotional employee helped a winner .,a winner was helped by an emotional employee .
the cute lawyer describes the beer .,the beer is described by the cute lawyer .,an alert employee helped a winner .,a winner was helped by an alert employee .
the blind bishop catches the son .,the son is caught by the blind bishop .,an athletic employee helped a winner .,a winner was helped by an athletic employee .
the innocent bishop wraps the camera .,the camera is wrapped by the innocent bishop .,an aggressive employee helped a winner .,a winner was helped by an aggressive employee .
the ridiculous captain follows the cousin .,the cousin is followed by the ridiculous captain .,an english employee helped a winner .,a winner was helped by an english employee .
the kind son wraps the ball .,the ball is wrapped by the kind son .,an american employee helped a winner .,a winner was helped by an american employee .
the tough lady drinks the coffee .,the coffee is drunk by the tough lady .,an alert employee helped a winner .,a winner was helped by an alert employee .
the aggressive adult discovered the meal .,the meal was discovered by the aggressive adult .,a healthy woman hurries a prince .,a prince is hurried by a healthy woman .
the peaceful buddy washed the television .,the television was washed by the peaceful buddy .,a weird woman hurries a prince .,a prince is hurried by a weird woman .
the patient child drank the coffee .,the coffee was drunk by the patient child .,a scary woman hurries a prince .,a prince is hurried by a scary woman .
the rough child prepared the bottle .,the bottle was prepared by the rough child .,a brave woman hurries a prince .,a prince is hurried by a brave woman .
the young hero struck the father .,the father was struck by the young hero .,a weird woman hurries a prince .,a prince is hurried by a weird woman .
the young pilot asked the administration .,the administration was asked by the young pilot .,a rough woman hurries a prince .,a prince is hurried by a rough woman .
the alert attorney wrapped the guitar .,the guitar was wrapped by the alert attorney .,a hungry woman hurries a prince .,a prince is hurried by a hungry woman .
the religious mayor bothered the actor .,the actor was bothered by the religious mayor .,a foreign woman hurries a prince .,a prince is hurried by a foreign woman .
the alert opponent described the anchor .,the anchor was described by the alert opponent .,a modest woman hurries a prince .,a prince is hurried by a modest woman .
the happy friend discovered the chief .,the chief was discovered by the happy friend .,a strong woman hurries a prince .,a prince is hurried by a strong woman .
the kind student destroyed the lawyer .,the lawyer was destroyed by the kind student .,a strange company purchases a beer .,a beer is purchased by a strange company .
the sexy physician struck the guy .,the guy was struck by the sexy physician .,a french company purchases a beer .,a beer is purchased by a french company .
the loud buddy washed the student .,the student was washed by the loud buddy .,a famous company purchases a beer .,a beer is purchased by a famous company .
the foreign scientist understood the kid .,the kid was understood by the foreign scientist .,a famous company purchases a beer .,a beer is purchased by a famous company .
the illegal employer carried the plate .,the plate was carried by the illegal employer .,a strange company purchases a beer .,a beer is purchased by a strange company .
the sad husband kissed the cop .,the cop was kissed by the sad husband .,a rough company purchases a beer .,a beer is purchased by a rough company .
the religious cousin dragged the pot .,the pot was dragged by the religious cousin .,a ridiculous company purchases a beer .,a beer is purchased by a ridiculous company .
the critical king discovered the coat .,the coat was discovered by the critical king .,a ridiculous company purchases a beer .,a beer is purchased by a ridiculous company .
the awesome employee removed the coat .,the coat was removed by the awesome employee .,a reliable company purchases a beer .,a beer is purchased by a reliable company .
the chinese president caught the daughter .,the daughter was caught by the chinese president .,a foreign company purchases a beer .,a beer is purchased by a foreign company .
the handsome father smells the beer .,the beer is smelled by the handsome father .,a ridiculous winner led a corporation .,a corporation was led by a ridiculous winner .
the normal singer eats the salad .,the salad is eaten by the normal singer .,a french winner led a corporation .,a corporation was led by a french winner .
the awesome administration helps the secretary .,the secretary is helped by the awesome administration .,a pale winner led a corporation .,a corporation was led by a pale winner .
the tired doctor forgets the soldier .,the soldier is forgotten by the tired doctor .,a brilliant winner led a corporation .,a corporation was led by a brilliant winner .
the important actor punches the author .,the author is punched by the important actor .,a cool winner led a corporation .,a corporation was led by a cool winner .
the young president raises the student .,the student is raised by the young president .,a fantastic winner led a corporation .,a corporation was led by a fantastic winner .
the fair lawyer bothers the author .,the author is bothered by the fair lawyer .,a bright winner led a corporation .,a corporation was led by a bright winner .
the healthy manager uses the button .,the button is used by the healthy manager .,a hungry winner led a corporation .,a corporation was led by a hungry winner .
the cool father breaks the machine .,the machine is broken by the cool father .,a criminal winner led a corporation .,a corporation was led by a criminal winner .
the healthy singer joins the woman .,the woman is joined by the healthy singer .,a special winner led a corporation .,a corporation was led by a special winner .
a innocent parent forgives a club .,a club is forgiven by a innocent parent .,the awesome uncle hurt the business .,the business was hurt by the awesome uncle .
a pretty singer grabs a coffee .,a coffee is grabbed by a pretty singer .,the important uncle hurt the business .,the business was hurt by the important uncle .
a powerful son leaves an instrument .,an instrument is left by a powerful son .,the intelligent uncle hurt the business .,the business was hurt by the intelligent uncle .
a brave daughter grabs a juice .,a juice is grabbed by a brave daughter .,the afraid uncle hurt the business .,the business was hurt by the afraid uncle .
a scary singer selects a juice .,a juice is selected by a scary singer .,the insane uncle hurt the business .,the business was hurt by the insane uncle .
a healthy president removes an anchor .,an anchor is removed by a healthy president .,the excellent uncle hurt the business .,the business was hurt by the excellent uncle .
a happy mother comforts a physician .,a physician is comforted by a happy mother .,the italian uncle hurt the business .,the business was hurt by the italian uncle .
a friendly mayor asks an army .,an army is asked by a friendly mayor .,the intelligent uncle hurt the business .,the business was hurt by the intelligent uncle .
a happy candidate drinks a juice .,a juice is drunk by a happy candidate .,the american uncle hurt the business .,the business was hurt by the american uncle .
a patient priest comforts a lawyer .,a lawyer is comforted by a patient priest .,the alert uncle hurt the business .,the business was hurt by the alert uncle .
a pale manager tasted a cheese .,a cheese was tasted by a pale manager .,the powerful physician describes the pie .,the pie is described by the powerful physician .
a powerful leader tasted a candy .,a candy was tasted by a powerful leader .,the busy physician describes the pie .,the pie is described by the busy physician .
a chinese son beat a king .,a king was beaten by a chinese son .,the sophisticated physician describes the pie .,the pie is described by the sophisticated physician .
an eager actress kept a jacket .,a jacket was kept by an eager actress .,the pretty physician describes the pie .,the pie is described by the pretty physician .
a special king washed a log .,a log was washed by a special king .,the tough physician describes the pie .,the pie is described by the tough physician .
a ordinary hero collected a guitar .,a guitar was collected by a ordinary hero .,the strange physician describes the pie .,the pie is described by the strange physician .
a brilliant princess discovered a bell .,a bell was discovered by a brilliant princess .,the peaceful physician describes the pie .,the pie is described by the peaceful physician .
an athletic uncle removed a log .,a log was removed by an athletic uncle .,the gentle physician describes the pie .,the pie is described by the gentle physician .
an evil attorney accepted a bowl .,a bowl was accepted by an evil attorney .,the brave physician describes the pie .,the pie is described by the brave physician .
a innocent woman removed a box .,a box was removed by a innocent woman .,the crazy physician describes the pie .,the pie is described by the crazy physician .
the wise wife followed the writer .,the writer was followed by the wise wife .,a dangerous doctor hurries a secretary .,a secretary is hurried by a dangerous doctor .
the tough husband kissed the princess .,the princess was kissed by the tough husband .,a beautiful doctor hurries a secretary .,a secretary is hurried by a beautiful doctor .
the happy minister left the box .,the box was left by the happy minister .,a willing doctor hurries a secretary .,a secretary is hurried by a willing doctor .
the bad mayor hurt the club .,the club was hurt by the bad mayor .,a glad doctor hurries a secretary .,a secretary is hurried by a glad doctor .
the american actress punched the wife .,the wife was punched by the american actress .,a lonely doctor hurries a secretary .,a secretary is hurried by a lonely doctor .
the drunk prince left the coat .,the coat was left by the drunk prince .,a great doctor hurries a secretary .,a secretary is hurried by a great doctor .
the important actress understood the leader .,the leader was understood by the important actress .,a ridiculous doctor hurries a secretary .,a secretary is hurried by a ridiculous doctor .
the guilty president destroyed the pot .,the pot was destroyed by the guilty president .,a nice doctor hurries a secretary .,a secretary is hurried by a nice doctor .
the fantastic band kept the meal .,the meal was kept by the fantastic band .,a kind doctor hurries a secretary .,a secretary is hurried by a kind doctor .
the chinese boy accepted the pot .,the pot was accepted by the chinese boy .,a criminal doctor hurries a secretary .,a secretary is hurried by a criminal doctor .
the silent prince drinks the beer .,the beer is drunk by the silent prince .,a famous manager forgot a girl .,a girl was forgotten by a famous manager .
the responsible doctor embraces the bishop .,the bishop is embraced by the responsible doctor .,a jewish manager forgot a girl .,a girl was forgotten by a jewish manager .
the friendly son carries the coffee .,the coffee is carried by the friendly son .,a reliable manager forgot a girl .,a girl was forgotten by a reliable manager .
the young hero selects the tea .,the tea is selected by the young hero .,a foreign manager forgot a girl .,a girl was forgotten by a foreign manager .
the calm lawyer drags the princess .,the princess is dragged by the calm lawyer .,a crazy manager forgot a girl .,a girl was forgotten by a crazy manager .
the reliable wife grabs the knife .,the knife is grabbed by the reliable wife .,a bright manager forgot a girl .,a girl was forgotten by a bright manager .
the healthy teacher embraces the physician .,the physician is embraced by the healthy teacher .,a ridiculous manager forgot a girl .,a girl was forgotten by a ridiculous manager .
the wonderful professor judges the corporation .,the corporation is judged by the wonderful professor .,a fair manager forgot a girl .,a girl was forgotten by a fair manager .
the strange band purchases the engine .,the engine is purchased by the strange band .,a southern manager forgot a girl .,a girl was forgotten by a southern manager .
the ill bishop follows the band .,the band is followed by the ill bishop .,a good manager forgot a girl .,a girl was forgotten by a good manager .
the sensitive leader tasted the chicken .,the chicken was tasted by the sensitive leader .,a criminal hero understands a soldier .,a soldier is understood by a criminal hero .
the pale parent killed the cop .,the cop was killed by the pale parent .,a criminal hero understands a soldier .,a soldier is understood by a criminal hero .
the foreign son wrapped the button .,the button was wrapped by the foreign son .,a bad hero understands a soldier .,a soldier is understood by a bad hero .
the rich cousin washed the iron .,the iron was washed by the rich cousin .,a calm hero understands a soldier .,a soldier is understood by a calm hero .
the glad manager surprised the author .,the author was surprised by the glad manager .,a silly hero understands a soldier .,a soldier is understood by a silly hero .
the mad lady dragged the worker .,the worker was dragged by the mad lady .,a powerful hero understands a soldier .,a soldier is understood by a powerful hero .
the happy girl kissed the guy .,the guy was kissed by the happy girl .,a normal hero understands a soldier .,a soldier is understood by a normal hero .
the gentle cop judged the band .,the band was judged by the gentle cop .,a stupid hero understands a soldier .,a soldier is understood by a stupid hero .
the afraid adult embraced the child .,the child was embraced by the afraid adult .,a sad hero understands a soldier .,a soldier is understood by a sad hero .
the strange nurse dragged the opponent .,the opponent was dragged by the strange nurse .,a responsible hero understands a soldier .,a soldier is understood by a responsible hero .
the criminal business purchases the bottle .,the bottle is purchased by the criminal business .,a brave brother ate a meal .,a meal was eaten by a brave brother .
the helpful mayor accepts the flower .,the flower is accepted by the helpful mayor .,a ill brother ate a meal .,a meal was eaten by a ill brother .
the healthy lady comforts the woman .,the woman is comforted by the healthy lady .,a weird brother ate a meal .,a meal was eaten by a weird brother .
the horrible man drags the bowl .,the bowl is dragged by the horrible man .,a lonely brother ate a meal .,a meal was eaten by a lonely brother .
the american administration helps the king .,the king is helped by the american administration .,a nervous brother ate a meal .,a meal was eaten by a nervous brother .
the evil employee punches the manager .,the manager is punched by the evil employee .,a loud brother ate a meal .,a meal was eaten by a loud brother .
the horrible doctor strikes the woman .,the woman is struck by the horrible doctor .,a brave brother ate a meal .,a meal was eaten by a brave brother .
the modern husband collects the ball .,the ball is collected by the modern husband .,a wise brother ate a meal .,a meal was eaten by a wise brother .
the lonely writer surprises the partner .,the partner is surprised by the lonely writer .,a beautiful brother ate a meal .,a meal was eaten by a beautiful brother .
the religious pilot strikes the president .,the president is struck by the religious pilot .,a glad brother ate a meal .,a meal was eaten by a glad brother .
an evil actor wraps a flower .,a flower is wrapped by an evil actor .,the busy bishop described the cheese .,the cheese was described by the busy bishop .
an attractive adult prepares a tea .,a tea is prepared by an attractive adult .,the hungry bishop described the cheese .,the cheese was described by the hungry bishop .
a sensitive father leaves a bowl .,a bowl is left by a sensitive father .,the brilliant bishop described the cheese .,the cheese was described by the brilliant bishop .
a brave minister removes a log .,a log is removed by a brave minister .,the helpful bishop described the cheese .,the cheese was described by the helpful bishop .
an aggressive army helps a president .,a president is helped by an aggressive army .,the religious bishop described the cheese .,the cheese was described by the religious bishop .
a willing soldier destroys a juice .,a juice is destroyed by a willing soldier .,the sick bishop described the cheese .,the cheese was described by the sick bishop .
a guilty winner asks a secretary .,a secretary is asked by a guilty winner .,the silent bishop described the cheese .,the cheese was described by the silent bishop .
a bad friend discovers a daughter .,a daughter is discovered by a bad friend .,the willing bishop described the cheese .,the cheese was described by the willing bishop .
a terrible doctor raises a bottle .,a bottle is raised by a terrible doctor .,the special bishop described the cheese .,the cheese was described by the special bishop .
a modest president discovers a chocolate .,a chocolate is discovered by a modest president .,the bad bishop described the cheese .,the cheese was described by the bad bishop .
the terrible chief judged the company .,the company was judged by the terrible chief .,a calm partner grabs a coffee .,a coffee is grabbed by a calm partner .
the innocent minister punched the president .,the president was punched by the innocent minister .,a serious partner grabs a coffee .,a coffee is grabbed by a serious partner .
the honest attorney wrapped the card .,the card was wrapped by the honest attorney .,a sweet partner grabs a coffee .,a coffee is grabbed by a sweet partner .
the beautiful kid removed the camera .,the camera was removed by the beautiful kid .,a modern partner grabs a coffee .,a coffee is grabbed by a modern partner .
the weird captain understood the pilot .,the pilot was understood by the weird captain .,a handsome partner grabs a coffee .,a coffee is grabbed by a handsome partner .
the scary manager asked the daughter .,the daughter was asked by the scary manager .,a fair partner grabs a coffee .,a coffee is grabbed by a fair partner .
the nice writer killed the husband .,the husband was killed by the nice writer .,a modern partner grabs a coffee .,a coffee is grabbed by a modern partner .
the criminal kid hurt the minister .,the minister was hurt by the criminal kid .,a scary partner grabs a coffee .,a coffee is grabbed by a scary partner .
the eager adult killed the champion .,the champion was killed by the eager adult .,a strong partner grabs a coffee .,a coffee is grabbed by a strong partner .
the serious president forgave the kid .,the kid was forgiven by the serious president .,a jewish partner grabs a coffee .,a coffee is grabbed by a jewish partner .
a pale buddy killed a princess .,a princess was killed by a pale buddy .,the violent winner carries the candy .,the candy is carried by the violent winner .
a happy prince purchased a chicken .,a chicken was purchased by a happy prince .,the friendly winner carries the candy .,the candy is carried by the friendly winner .
a mad king dragged an engine .,an engine was dragged by a mad king .,the tall winner carries the candy .,the candy is carried by the tall winner .
an important author judged an uncle .,an uncle was judged by an important author .,the mad winner carries the candy .,the candy is carried by the mad winner .
a young writer followed a company .,a company was followed by a young writer .,the peaceful winner carries the candy .,the candy is carried by the peaceful winner .
an awesome actress led a band .,a band was led by an awesome actress .,the drunk winner carries the candy .,the candy is carried by the drunk winner .
a tall nurse judged a company .,a company was judged by a tall nurse .,the generous winner carries the candy .,the candy is carried by the generous winner .
a bad father bothered a guest .,a guest was bothered by a bad father .,the strange winner carries the candy .,the candy is carried by the strange winner .
a ill daughter caught a lady .,a lady was caught by a ill daughter .,the creative winner carries the candy .,the candy is carried by the creative winner .
a religious partner followed a company .,a company was followed by a religious partner .,the pretty winner carries the candy .,the candy is carried by the pretty winner .
the italian opponent judges the son .,the son is judged by the italian opponent .,an aggressive employer protected a priest .,a priest was protected by an aggressive employer .
the criminal son teaches the child .,the child is taught by the criminal son .,an awesome employer protected a priest .,a priest was protected by an awesome employer .
the handsome mother catches the juice .,the juice is caught by the handsome mother .,an italian employer protected a priest .,a priest was protected by an italian employer .
the strong manager leaves the hat .,the hat is left by the strong manager .,an awful employer protected a priest .,a priest was protected by an awful employer .
the french manager prepares the juice .,the juice is prepared by the french manager .,an intelligent employer protected a priest .,a priest was protected by an intelligent employer .
the silly champion chases the band .,the band is chased by the silly champion .,an italian employer protected a priest .,a priest was protected by an italian employer .
the excited author collects the tea .,the tea is collected by the excited author .,an intelligent employer protected a priest .,a priest was protected by an intelligent employer .
the modern hero tastes the cheese .,the cheese is tasted by the modern hero .,an evil employer protected a priest .,a priest was protected by an evil employer .
the italian aunt surprises the prince .,the prince is surprised by the italian aunt .,an excellent employer protected a priest .,a priest was protected by an excellent employer .
the angry actor eats the pie .,the pie is eaten by the angry actor .,an eager employer protected a priest .,a priest was protected by an eager employer .
the famous professor prepares the juice .,the juice is prepared by the famous professor .,a sensitive man chased a boy .,a boy was chased by a sensitive man .
the criminal bishop drags the physician .,the physician is dragged by the criminal bishop .,a generous man chased a boy .,a boy was chased by a generous man .
