pa, pp, ta, tp
the writer forgot the candy .,the candy was forgotten by the writer .,a serious lawyer joins an opponent .,an opponent is joined by a serious lawyer .
the hero forgot the glass .,the glass was forgotten by the hero .,a modern lawyer joins an opponent .,an opponent is joined by a modern lawyer .
the mayor asked the worker .,the worker was asked by the mayor .,a glad lawyer joins an opponent .,an opponent is joined by a glad lawyer .
the leader ate the pie .,the pie was eaten by the leader .,a terrible lawyer joins an opponent .,an opponent is joined by a terrible lawyer .
the husband punched the employer .,the employer was punched by the husband .,a sweet lawyer joins an opponent .,an opponent is joined by a sweet lawyer .
the manager destroyed the guest .,the guest was destroyed by the manager .,a sophisticated lawyer joins an opponent .,an opponent is joined by a sophisticated lawyer .
the chief destroys the candy .,the candy is destroyed by the chief .,a wise winner used a card .,a card was used by a wise winner .
the doctor judges the singer .,the singer is judged by the doctor .,a great winner used a card .,a card was used by a great winner .
the captain drinks the beer .,the beer is drunk by the captain .,a fantastic winner used a card .,a card was used by a fantastic winner .
the secretary carries the tea .,the tea is carried by the secretary .,a rough winner used a card .,a card was used by a rough winner .
the adult drinks the juice .,the juice is drunk by the adult .,a sad winner used a card .,a card was used by a sad winner .
the guy teaches the aunt .,the aunt is taught by the guy .,a crazy winner used a card .,a card was used by a crazy winner .
the leader asks the author .,the author is asked by the leader .,a tired winner used a card .,a card was used by a tired winner .
the priest carries the worker .,the worker is carried by the priest .,a responsible winner used a card .,a card was used by a responsible winner .
the partner asks the guy .,the guy is asked by the partner .,a cool winner used a card .,a card was used by a cool winner .
the corporation purchases the juice .,the juice is purchased by the corporation .,a great winner used a card .,a card was used by a great winner .
a woman led a band .,a band was led by a woman .,the ordinary lawyer breaks the gun .,the gun is broken by the ordinary lawyer .
a minister drank a juice .,a juice was drunk by a minister .,the innocent lawyer breaks the gun .,the gun is broken by the innocent lawyer .
an uncle struck a scientist .,a scientist was struck by an uncle .,the wise lawyer breaks the gun .,the gun is broken by the wise lawyer .
a champion discovered a meal .,a meal was discovered by a champion .,the violent lawyer breaks the gun .,the gun is broken by the violent lawyer .
an aunt ate a chicken .,a chicken was eaten by an aunt .,the criminal lawyer breaks the gun .,the gun is broken by the criminal lawyer .
a cousin chased a scientist .,a scientist was chased by a cousin .,the willing lawyer breaks the gun .,the gun is broken by the willing lawyer .
a candidate left an instrument .,an instrument was left by a candidate .,the wonderful lawyer breaks the gun .,the gun is broken by the wonderful lawyer .
a father led a business .,a business was led by a father .,the nervous lawyer breaks the gun .,the gun is broken by the nervous lawyer .
a guest ate a chicken .,a chicken was eaten by a guest .,the rich lawyer breaks the gun .,the gun is broken by the rich lawyer .
a woman hurried a mayor .,a mayor was hurried by a woman .,the terrible lawyer breaks the gun .,the gun is broken by the terrible lawyer .
a woman kissed a singer .,a singer was kissed by a woman .,the attractive opponent forgets the beer .,the beer is forgotten by the attractive opponent .
an author smelled a juice .,a juice was smelled by an author .,the eager opponent forgets the beer .,the beer is forgotten by the eager opponent .
an uncle followed a worker .,a worker was followed by an uncle .,the english opponent forgets the beer .,the beer is forgotten by the english opponent .
a buddy punched a champion .,a champion was punched by a buddy .,the angry opponent forgets the beer .,the beer is forgotten by the angry opponent .
a writer judged a club .,a club was judged by a writer .,the italian opponent forgets the beer .,the beer is forgotten by the italian opponent .
an administration kept a motor .,a motor was kept by an administration .,the intelligent opponent forgets the beer .,the beer is forgotten by the intelligent opponent .
a singer removed a hat .,a hat was removed by a singer .,the insane opponent forgets the beer .,the beer is forgotten by the insane opponent .
a man joined a parent .,a parent was joined by a man .,the english opponent forgets the beer .,the beer is forgotten by the english opponent .
a pilot accepted a cigarette .,a cigarette was accepted by a pilot .,the attractive opponent forgets the beer .,the beer is forgotten by the attractive opponent .
a nurse beat a sheriff .,a sheriff was beaten by a nurse .,the aggressive opponent forgets the beer .,the beer is forgotten by the aggressive opponent .
a scientist hurried a worker .,a worker was hurried by a scientist .,the drunk prince uses the camera .,the camera is used by the drunk prince .
a worker surprised a lawyer .,a lawyer was surprised by a worker .,the spanish prince uses the camera .,the camera is used by the spanish prince .
a scientist collected a salad .,a salad was collected by a scientist .,the hungry prince uses the camera .,the camera is used by the hungry prince .
a scientist ate a chicken .,a chicken was eaten by a scientist .,the responsible prince uses the camera .,the camera is used by the responsible prince .
a mayor punched a worker .,a worker was punched by a mayor .,the proud prince uses the camera .,the camera is used by the proud prince .
a priest grabbed a coffee .,a coffee was grabbed by a priest .,the strange prince uses the camera .,the camera is used by the strange prince .
an army purchased a chocolate .,a chocolate was purchased by an army .,the southern prince uses the camera .,the camera is used by the southern prince .
a kid forgave a winner .,a winner was forgiven by a kid .,the nice prince uses the camera .,the camera is used by the nice prince .
a guest accepted a flower .,a flower was accepted by a guest .,the gentle prince uses the camera .,the camera is used by the gentle prince .
a son drank a coffee .,a coffee was drunk by a son .,the willing prince uses the camera .,the camera is used by the willing prince .
the opponent comforted the scientist .,the scientist was comforted by the opponent .,a bad candidate destroys a sheriff .,a sheriff is destroyed by a bad candidate .
the parent caught the chocolate .,the chocolate was caught by the parent .,a funny candidate destroys a sheriff .,a sheriff is destroyed by a funny candidate .
the actor asked the administration .,the administration was asked by the actor .,a sick candidate destroys a sheriff .,a sheriff is destroyed by a sick candidate .
the manager tasted the chicken .,the chicken was tasted by the manager .,a reliable candidate destroys a sheriff .,a sheriff is destroyed by a reliable candidate .
the scientist collected the coffee .,the coffee was collected by the scientist .,a foreign candidate destroys a sheriff .,a sheriff is destroyed by a foreign candidate .
the captain hurried the soldier .,the soldier was hurried by the captain .,a bright candidate destroys a sheriff .,a sheriff is destroyed by a bright candidate .
the author selected the pie .,the pie was selected by the author .,a bright candidate destroys a sheriff .,a sheriff is destroyed by a bright candidate .
the cousin forgot the machine .,the machine was forgotten by the cousin .,a stupid candidate destroys a sheriff .,a sheriff is destroyed by a stupid candidate .
the actor wrapped the computer .,the computer was wrapped by the actor .,a busy candidate destroys a sheriff .,a sheriff is destroyed by a busy candidate .
the author tasted the meal .,the meal was tasted by the author .,a odd candidate destroys a sheriff .,a sheriff is destroyed by a odd candidate .
the employee discovered the actor .,the actor was discovered by the employee .,a young student kills a girl .,a girl is killed by a young student .
the winner prepared the salad .,the salad was prepared by the winner .,a blind student kills a girl .,a girl is killed by a blind student .
the kid caught the chief .,the chief was caught by the kid .,a beautiful student kills a girl .,a girl is killed by a beautiful student .
the champion forgot the employer .,the employer was forgotten by the champion .,a jewish student kills a girl .,a girl is killed by a jewish student .
the husband selected the juice .,the juice was selected by the husband .,a willing student kills a girl .,a girl is killed by a willing student .
the worker surprised the parent .,the parent was surprised by the worker .,a gentle student kills a girl .,a girl is killed by a gentle student .
the chief understood the employee .,the employee was understood by the chief .,a violent student kills a girl .,a girl is killed by a violent student .
the opponent understood the husband .,the husband was understood by the opponent .,a healthy student kills a girl .,a girl is killed by a healthy student .
the adult carried the engine .,the engine was carried by the adult .,a strange student kills a girl .,a girl is killed by a strange student .
the president selected the nurse .,the nurse was selected by the president .,a nervous student kills a girl .,a girl is killed by a nervous student .
the business protects the pilot .,the pilot is protected by the business .,a famous nurse carried a lady .,a lady was carried by a famous nurse .
the son leads the band .,the band is led by the son .,a nervous nurse carried a lady .,a lady was carried by a nervous nurse .
the daughter bothers the band .,the band is bothered by the daughter .,a stupid nurse carried a lady .,a lady was carried by a stupid nurse .
the priest comforts the worker .,the worker is comforted by the priest .,a nice nurse carried a lady .,a lady was carried by a nice nurse .
the priest removes the key .,the key is removed by the priest .,a funny nurse carried a lady .,a lady was carried by a funny nurse .
the band purchases the candy .,the candy is purchased by the band .,a cute nurse carried a lady .,a lady was carried by a cute nurse .
the boy washes the log .,the log is washed by the boy .,a blind nurse carried a lady .,a lady was carried by a blind nurse .
the boy kills the kid .,the kid is killed by the boy .,a patient nurse carried a lady .,a lady was carried by a patient nurse .
the adult chases the friend .,the friend is chased by the adult .,a cool nurse carried a lady .,a lady was carried by a cool nurse .
the son kisses the parent .,the parent is kissed by the son .,a southern nurse carried a lady .,a lady was carried by a southern nurse .
the cousin eats the salad .,the salad is eaten by the cousin .,a powerful prince wrapped a coat .,a coat was wrapped by a powerful prince .
the singer embraces the captain .,the captain is embraced by the singer .,a calm prince wrapped a coat .,a coat was wrapped by a calm prince .
the winner judges the brother .,the brother is judged by the winner .,a ill prince wrapped a coat .,a coat was wrapped by a ill prince .
the wife discovers the salad .,the salad is discovered by the wife .,a cute prince wrapped a coat .,a coat was wrapped by a cute prince .
the mother purchases the computer .,the computer is purchased by the mother .,a weird prince wrapped a coat .,a coat was wrapped by a weird prince .
the child carries the card .,the card is carried by the child .,a chinese prince wrapped a coat .,a coat was wrapped by a chinese prince .
the woman washes the partner .,the partner is washed by the woman .,a southern prince wrapped a coat .,a coat was wrapped by a southern prince .
the secretary punches the lady .,the lady is punched by the secretary .,a holy prince wrapped a coat .,a coat was wrapped by a holy prince .
the buddy discovers the manager .,the manager is discovered by the buddy .,a modern prince wrapped a coat .,a coat was wrapped by a modern prince .
the teacher eats the salad .,the salad is eaten by the teacher .,a glad prince wrapped a coat .,a coat was wrapped by a glad prince .
a bishop wrapped a key .,a key was wrapped by a bishop .,the rough company protects the professor .,the professor is protected by the rough company .
a captain described a computer .,a computer was described by a captain .,the rough company protects the professor .,the professor is protected by the rough company .
a cousin punched a physician .,a physician was punched by a cousin .,the special company protects the professor .,the professor is protected by the special company .
a daughter asked an army .,an army was asked by a daughter .,the crazy company protects the professor .,the professor is protected by the crazy company .
an uncle understood an actor .,an actor was understood by an uncle .,the southern company protects the professor .,the professor is protected by the southern company .
a prince kissed a worker .,a worker was kissed by a prince .,the rough company protects the professor .,the professor is protected by the rough company .
a chief asked an administration .,an administration was asked by a chief .,the southern company protects the professor .,the professor is protected by the southern company .
a boy destroyed a chocolate .,a chocolate was destroyed by a boy .,the fantastic company protects the professor .,the professor is protected by the fantastic company .
a winner dragged a wife .,a wife was dragged by a winner .,the curious company protects the professor .,the professor is protected by the curious company .
an employee caught a coffee .,a coffee was caught by an employee .,the wonderful company protects the professor .,the professor is protected by the wonderful company .
the soldier washed the husband .,the husband was washed by the soldier .,a peaceful leader punches a king .,a king is punched by a peaceful leader .
the doctor carried the tea .,the tea was carried by the doctor .,a sensitive leader punches a king .,a king is punched by a sensitive leader .
the wife grabbed the candy .,the candy was grabbed by the wife .,a normal leader punches a king .,a king is punched by a normal leader .
the opponent kissed the student .,the student was kissed by the opponent .,a cool leader punches a king .,a king is punched by a cool leader .
the brother prepared the cheese .,the cheese was prepared by the brother .,a jewish leader punches a king .,a king is punched by a jewish leader .
the actor protected the worker .,the worker was protected by the actor .,a holy leader punches a king .,a king is punched by a holy leader .
the father forgot the coffee .,the coffee was forgotten by the father .,a strange leader punches a king .,a king is punched by a strange leader .
the employee smelled the candy .,the candy was smelled by the employee .,a cute leader punches a king .,a king is punched by a cute leader .
the pilot killed the teacher .,the teacher was killed by the pilot .,a southern leader punches a king .,a king is punched by a southern leader .
the candidate broke the ball .,the ball was broken by the candidate .,a great leader punches a king .,a king is punched by a great leader .
a colonel beats a princess .,a princess is beaten by a colonel .,the fair brother collected the book .,the book was collected by the fair brother .
a mayor forgets a tea .,a tea is forgotten by a mayor .,the lonely brother collected the book .,the book was collected by the lonely brother .
a singer kisses an uncle .,an uncle is kissed by a singer .,the normal brother collected the book .,the book was collected by the normal brother .
a professor catches a candy .,a candy is caught by a professor .,the strange brother collected the book .,the book was collected by the strange brother .
a cop embraces a leader .,a leader is embraced by a cop .,the good brother collected the book .,the book was collected by the good brother .
an employer hurts an administration .,an administration is hurt by an employer .,the strange brother collected the book .,the book was collected by the strange brother .
a mayor leads a corporation .,a corporation is led by a mayor .,the good brother collected the book .,the book was collected by the good brother .
a priest selects a coffee .,a coffee is selected by a priest .,the strong brother collected the book .,the book was collected by the strong brother .
a mayor leaves a pot .,a pot is left by a mayor .,the cool brother collected the book .,the book was collected by the cool brother .
a lady teaches a girl .,a girl is taught by a lady .,the creative brother collected the book .,the book was collected by the creative brother .
a priest followed a band .,a band was followed by a priest .,the jewish soldier eats the candy .,the candy is eaten by the jewish soldier .
a friend surprised a guy .,a guy was surprised by a friend .,the spanish soldier eats the candy .,the candy is eaten by the spanish soldier .
a king led a company .,a company was led by a king .,the tough soldier eats the candy .,the candy is eaten by the tough soldier .
a chief hurried a lawyer .,a lawyer was hurried by a chief .,the loving soldier eats the candy .,the candy is eaten by the loving soldier .
a guy forgave a corporation .,a corporation was forgiven by a guy .,the silent soldier eats the candy .,the candy is eaten by the silent soldier .
an aunt punched an uncle .,an uncle was punched by an aunt .,the stupid soldier eats the candy .,the candy is eaten by the stupid soldier .
a scientist protected a lady .,a lady was protected by a scientist .,the stupid soldier eats the candy .,the candy is eaten by the stupid soldier .
a princess smelled an instrument .,an instrument was smelled by a princess .,the cool soldier eats the candy .,the candy is eaten by the cool soldier .
an employer embraced a priest .,a priest was embraced by an employer .,the powerful soldier eats the candy .,the candy is eaten by the powerful soldier .
a wife left a jacket .,a jacket was left by a wife .,the tough soldier eats the candy .,the candy is eaten by the tough soldier .
an aunt leaves a telephone .,a telephone is left by an aunt .,the nervous professor caught the instrument .,the instrument was caught by the nervous professor .
a princess raises an attorney .,an attorney is raised by a princess .,the peaceful professor caught the instrument .,the instrument was caught by the peaceful professor .
a candidate removes a crystal .,a crystal is removed by a candidate .,the generous professor caught the instrument .,the instrument was caught by the generous professor .
a club helps a guest .,a guest is helped by a club .,the proud professor caught the instrument .,the instrument was caught by the proud professor .
a lady washes a winner .,a winner is washed by a lady .,the proud professor caught the instrument .,the instrument was caught by the proud professor .
a champion leaves a cup .,a cup is left by a champion .,the modern professor caught the instrument .,the instrument was caught by the modern professor .
a king leaves a bell .,a bell is left by a king .,the criminal professor caught the instrument .,the instrument was caught by the criminal professor .
a wife hurries an uncle .,an uncle is hurried by a wife .,the reliable professor caught the instrument .,the instrument was caught by the reliable professor .
an employee removes a button .,a button is removed by an employee .,the chinese professor caught the instrument .,the instrument was caught by the chinese professor .
a child uses a plate .,a plate is used by a child .,the kind professor caught the instrument .,the instrument was caught by the kind professor .
the priest tastes the salad .,the salad is tasted by the priest .,a nice mayor led a club .,a club was led by a nice mayor .
the author collects the chocolate .,the chocolate is collected by the author .,a catholic mayor led a club .,a club was led by a catholic mayor .
the friend discovers the beer .,the beer is discovered by the friend .,a reliable mayor led a club .,a club was led by a reliable mayor .
the minister kisses the parent .,the parent is kissed by the minister .,a drunk mayor led a club .,a club was led by a drunk mayor .
the doctor kills the aunt .,the aunt is killed by the doctor .,a reliable mayor led a club .,a club was led by a reliable mayor .
the company helps the champion .,the champion is helped by the company .,a sexy mayor led a club .,a club was led by a sexy mayor .
the partner removes the hat .,the hat is removed by the partner .,a odd mayor led a club .,a club was led by a odd mayor .
the writer chases the reader .,the reader is chased by the writer .,a creative mayor led a club .,a club was led by a creative mayor .
the father bothers the daughter .,the daughter is bothered by the father .,a healthy mayor led a club .,a club was led by a healthy mayor .
the candidate beats the son .,the son is beaten by the candidate .,a scary mayor led a club .,a club was led by a scary mayor .
a bishop drags a book .,a book is dragged by a bishop .,the emotional actress removed the guitar .,the guitar was removed by the emotional actress .
a business helps a manager .,a manager is helped by a business .,the important actress removed the guitar .,the guitar was removed by the important actress .
a pilot embraces a child .,a child is embraced by a pilot .,the excellent actress removed the guitar .,the guitar was removed by the excellent actress .
a princess bothers a buddy .,a buddy is bothered by a princess .,the important actress removed the guitar .,the guitar was removed by the important actress .
a brother comforts an aunt .,an aunt is comforted by a brother .,the athletic actress removed the guitar .,the guitar was removed by the athletic actress .
a boy washes a mother .,a mother is washed by a boy .,the insane actress removed the guitar .,the guitar was removed by the insane actress .
a writer punches a man .,a man is punched by a writer .,the intelligent actress removed the guitar .,the guitar was removed by the intelligent actress .
a secretary prepares a candy .,a candy is prepared by a secretary .,the illegal actress removed the guitar .,the guitar was removed by the illegal actress .
a writer punches an aunt .,an aunt is punched by a writer .,the excited actress removed the guitar .,the guitar was removed by the excited actress .
an uncle leads a business .,a business is led by an uncle .,the intelligent actress removed the guitar .,the guitar was removed by the intelligent actress .
the man discovered the tea .,the tea was discovered by the man .,an athletic attorney joins a parent .,a parent is joined by an athletic attorney .
the employer destroyed the card .,the card was destroyed by the employer .,an american attorney joins a parent .,a parent is joined by an american attorney .
the partner discovered the bottle .,the bottle was discovered by the partner .,an important attorney joins a parent .,a parent is joined by an important attorney .
the pilot grabbed the juice .,the juice was grabbed by the pilot .,an excited attorney joins a parent .,a parent is joined by an excited attorney .
the chief chased the band .,the band was chased by the chief .,an afraid attorney joins a parent .,a parent is joined by an afraid attorney .
the business helped the son .,the son was helped by the business .,an italian attorney joins a parent .,a parent is joined by an italian attorney .
the partner followed the corporation .,the corporation was followed by the partner .,an english attorney joins a parent .,a parent is joined by an english attorney .
the pilot taught the lady .,the lady was taught by the pilot .,an italian attorney joins a parent .,a parent is joined by an italian attorney .
the mayor hurried the guy .,the guy was hurried by the mayor .,an athletic attorney joins a parent .,a parent is joined by an athletic attorney .
the opponent described the beer .,the beer was described by the opponent .,an emotional attorney joins a parent .,a parent is joined by an emotional attorney .
a princess washed a bottle .,a bottle was washed by a princess .,the normal chief kisses the writer .,the writer is kissed by the normal chief .
a wife raised a cheese .,a cheese was raised by a wife .,the horrible chief kisses the writer .,the writer is kissed by the horrible chief .
a secretary dragged a flower .,a flower was dragged by a secretary .,the brave chief kisses the writer .,the writer is kissed by the brave chief .
a professor left a hat .,a hat was left by a professor .,the handsome chief kisses the writer .,the writer is kissed by the handsome chief .
a sheriff judged a company .,a company was judged by a sheriff .,the weird chief kisses the writer .,the writer is kissed by the weird chief .
an employer comforted a candidate .,a candidate was comforted by an employer .,the foreign chief kisses the writer .,the writer is kissed by the foreign chief .
a wife dragged a bag .,a bag was dragged by a wife .,the cool chief kisses the writer .,the writer is kissed by the cool chief .
a bishop left a cup .,a cup was left by a bishop .,the holy chief kisses the writer .,the writer is kissed by the holy chief .
a sheriff led an army .,an army was led by a sheriff .,the blind chief kisses the writer .,the writer is kissed by the blind chief .
an employee asked a pilot .,a pilot was asked by an employee .,the wonderful chief kisses the writer .,the writer is kissed by the wonderful chief .
the sheriff bothered the mayor .,the mayor was bothered by the sheriff .,a sophisticated nurse grabs a computer .,a computer is grabbed by a sophisticated nurse .
the captain judged the lady .,the lady was judged by the captain .,a spanish nurse grabs a computer .,a computer is grabbed by a spanish nurse .
the manager removed the coat .,the coat was removed by the manager .,a silly nurse grabs a computer .,a computer is grabbed by a silly nurse .
the leader punched the priest .,the priest was punched by the leader .,a crazy nurse grabs a computer .,a computer is grabbed by a crazy nurse .
the winner collected the card .,the card was collected by the winner .,a stupid nurse grabs a computer .,a computer is grabbed by a stupid nurse .
the partner discovered the knife .,the knife was discovered by the partner .,a silly nurse grabs a computer .,a computer is grabbed by a silly nurse .
the woman broke the telephone .,the telephone was broken by the woman .,a happy nurse grabs a computer .,a computer is grabbed by a happy nurse .
the lawyer taught the attorney .,the attorney was taught by the lawyer .,a strange nurse grabs a computer .,a computer is grabbed by a strange nurse .
the writer chased the soldier .,the soldier was chased by the writer .,a brilliant nurse grabs a computer .,a computer is grabbed by a brilliant nurse .
the woman struck the prince .,the prince was struck by the woman .,a bad nurse grabs a computer .,a computer is grabbed by a bad nurse .
an opponent judges a club .,a club is judged by an opponent .,the tough winner grabbed the pie .,the pie was grabbed by the tough winner .
a lady drags a bell .,a bell is dragged by a lady .,the jewish winner grabbed the pie .,the pie was grabbed by the jewish winner .
a kid drinks a coffee .,a coffee is drunk by a kid .,the sensitive winner grabbed the pie .,the pie was grabbed by the sensitive winner .
a brother beats an opponent .,an opponent is beaten by a brother .,the religious winner grabbed the pie .,the pie was grabbed by the religious winner .
a captain discovers a coffee .,a coffee is discovered by a captain .,the peaceful winner grabbed the pie .,the pie was grabbed by the peaceful winner .
a son protects a husband .,a husband is protected by a son .,the rough winner grabbed the pie .,the pie was grabbed by the rough winner .
a secretary uses a box .,a box is used by a secretary .,the poor winner grabbed the pie .,the pie was grabbed by the poor winner .
a buddy bothers an employer .,an employer is bothered by a buddy .,the odd winner grabbed the pie .,the pie was grabbed by the odd winner .
a parent raises a lawyer .,a lawyer is raised by a parent .,the tired winner grabbed the pie .,the pie was grabbed by the tired winner .
a captain collects an instrument .,an instrument is collected by a captain .,the serious winner grabbed the pie .,the pie was grabbed by the serious winner .
the club helps the winner .,the winner is helped by the club .,a patient brother destroyed a gun .,a gun was destroyed by a patient brother .
the lady helps the candidate .,the candidate is helped by the lady .,a young brother destroyed a gun .,a gun was destroyed by a young brother .
the sheriff hurries the colonel .,the colonel is hurried by the sheriff .,a tough brother destroyed a gun .,a gun was destroyed by a tough brother .
the employee punches the adult .,the adult is punched by the employee .,a strange brother destroyed a gun .,a gun was destroyed by a strange brother .
the professor judges the attorney .,the attorney is judged by the professor .,a ridiculous brother destroyed a gun .,a gun was destroyed by a ridiculous brother .
the adult prepares the engine .,the engine is prepared by the adult .,a crazy brother destroyed a gun .,a gun was destroyed by a crazy brother .
the manager drags the lawyer .,the lawyer is dragged by the manager .,a blind brother destroyed a gun .,a gun was destroyed by a blind brother .
the secretary protects the priest .,the priest is protected by the secretary .,a handsome brother destroyed a gun .,a gun was destroyed by a handsome brother .
the king asks the corporation .,the corporation is asked by the king .,a rich brother destroyed a gun .,a gun was destroyed by a rich brother .
the scientist accepts the book .,the book is accepted by the scientist .,a peaceful brother destroyed a gun .,a gun was destroyed by a peaceful brother .
a scientist prepared a button .,a button was prepared by a scientist .,the reliable girl joins the band .,the band is joined by the reliable girl .
a cop smelled a juice .,a juice was smelled by a cop .,the lonely girl joins the band .,the band is joined by the lonely girl .
a scientist tasted a pie .,a pie was tasted by a scientist .,the terrible girl joins the band .,the band is joined by the terrible girl .
a president forgot a beer .,a beer was forgotten by a president .,the healthy girl joins the band .,the band is joined by the healthy girl .
a man discovered a manager .,a manager was discovered by a man .,the loud girl joins the band .,the band is joined by the loud girl .
an adult ate a candy .,a candy was eaten by an adult .,the hungry girl joins the band .,the band is joined by the hungry girl .
a lawyer purchased a coffee .,a coffee was purchased by a lawyer .,the strong girl joins the band .,the band is joined by the strong girl .
a business used a jacket .,a jacket was used by a business .,the guilty girl joins the band .,the band is joined by the guilty girl .
a professor destroyed a coffee .,a coffee was destroyed by a professor .,the special girl joins the band .,the band is joined by the special girl .
a kid broke a motor .,a motor was broken by a kid .,the nervous girl joins the band .,the band is joined by the nervous girl .
the aunt destroyed the opponent .,the opponent was destroyed by the aunt .,a young soldier removes an engine .,an engine is removed by a young soldier .
the uncle punched the secretary .,the secretary was punched by the uncle .,a terrible soldier removes an engine .,an engine is removed by a terrible soldier .
the lady forgot the meal .,the meal was forgotten by the lady .,a sad soldier removes an engine .,an engine is removed by a sad soldier .
the actress asked the wife .,the wife was asked by the actress .,a sexy soldier removes an engine .,an engine is removed by a sexy soldier .
the pilot wanted the chicken .,the chicken was wanted by the pilot .,a peaceful soldier removes an engine .,an engine is removed by a peaceful soldier .
the reader tasted the salad .,the salad was tasted by the reader .,a guilty soldier removes an engine .,an engine is removed by a guilty soldier .
the writer kissed the prince .,the prince was kissed by the writer .,a serious soldier removes an engine .,an engine is removed by a serious soldier .
the candidate grabbed the chocolate .,the chocolate was grabbed by the candidate .,a patient soldier removes an engine .,an engine is removed by a patient soldier .
the chief helped the teacher .,the teacher was helped by the chief .,a bright soldier removes an engine .,an engine is removed by a bright soldier .
the priest beat the husband .,the husband was beaten by the priest .,a good soldier removes an engine .,an engine is removed by a good soldier .
a husband surprises an employer .,an employer is surprised by a husband .,the busy partner wanted the book .,the book was wanted by the busy partner .
an employee destroys a manager .,a manager is destroyed by an employee .,the rough partner wanted the book .,the book was wanted by the rough partner .
an employee tastes a pie .,a pie is tasted by an employee .,the good partner wanted the book .,the book was wanted by the good partner .
an attorney chases a company .,a company is chased by an attorney .,the sick partner wanted the book .,the book was wanted by the sick partner .
an adult tastes a meal .,a meal is tasted by an adult .,the bad partner wanted the book .,the book was wanted by the bad partner .
a husband uses a card .,a card is used by a husband .,the kind partner wanted the book .,the book was wanted by the kind partner .
a cop drags a parent .,a parent is dragged by a cop .,the silent partner wanted the book .,the book was wanted by the silent partner .
an employer teaches a champion .,a champion is taught by an employer .,the sexy partner wanted the book .,the book was wanted by the sexy partner .
a father forgets a coffee .,a coffee is forgotten by a father .,the young partner wanted the book .,the book was wanted by the young partner .
a parent bothers a leader .,a leader is bothered by a parent .,the happy partner wanted the book .,the book was wanted by the happy partner .
a parent carried a winner .,a winner was carried by a parent .,the guilty woman bothers the company .,the company is bothered by the guilty woman .
a pilot described a winner .,a winner was described by a pilot .,the ill woman bothers the company .,the company is bothered by the ill woman .
a champion surprised a scientist .,a scientist was surprised by a champion .,the guilty woman bothers the company .,the company is bothered by the guilty woman .
an opponent grabbed a juice .,a juice was grabbed by an opponent .,the nervous woman bothers the company .,the company is bothered by the nervous woman .
a professor broke a key .,a key was broken by a professor .,the cute woman bothers the company .,the company is bothered by the cute woman .
a child hurried an adult .,an adult was hurried by a child .,the pretty woman bothers the company .,the company is bothered by the pretty woman .
a manager embraced a partner .,a partner was embraced by a manager .,the strange woman bothers the company .,the company is bothered by the strange woman .
a soldier surprised a sheriff .,a sheriff was surprised by a soldier .,the criminal woman bothers the company .,the company is bothered by the criminal woman .
a captain destroyed a pot .,a pot was destroyed by a captain .,the jewish woman bothers the company .,the company is bothered by the jewish woman .
an employee followed a cop .,a cop was followed by an employee .,the great woman bothers the company .,the company is bothered by the great woman .
the actress washes the pot .,the pot is washed by the actress .,a violent husband bothered a business .,a business was bothered by a violent husband .
the employee beats the manager .,the manager is beaten by the employee .,a sophisticated husband bothered a business .,a business was bothered by a sophisticated husband .
the parent surprises the mother .,the mother is surprised by the parent .,a funny husband bothered a business .,a business was bothered by a funny husband .
the manager collects the cigarette .,the cigarette is collected by the manager .,a sophisticated husband bothered a business .,a business was bothered by a sophisticated husband .
the winner destroys the coat .,the coat is destroyed by the winner .,a stupid husband bothered a business .,a business was bothered by a stupid husband .
the band uses the television .,the television is used by the band .,a loving husband bothered a business .,a business was bothered by a loving husband .
the author strikes the mother .,the mother is struck by the author .,a creative husband bothered a business .,a business was bothered by a creative husband .
the daughter describes the nurse .,the nurse is described by the daughter .,a loud husband bothered a business .,a business was bothered by a loud husband .
the singer strikes the cop .,the cop is struck by the singer .,a powerful husband bothered a business .,a business was bothered by a powerful husband .
the physician understands the doctor .,the doctor is understood by the physician .,a catholic husband bothered a business .,a business was bothered by a catholic husband .
a parent judges a buddy .,a buddy is judged by a parent .,the patient brother accepted the bottle .,the bottle was accepted by the patient brother .
a lady chases an author .,an author is chased by a lady .,the bright brother accepted the bottle .,the bottle was accepted by the bright brother .
a doctor leaves a box .,a box is left by a doctor .,the tall brother accepted the bottle .,the bottle was accepted by the tall brother .
a guy raises a coffee .,a coffee is raised by a guy .,the loving brother accepted the bottle .,the bottle was accepted by the loving brother .
a physician eats a cheese .,a cheese is eaten by a physician .,the cute brother accepted the bottle .,the bottle was accepted by the cute brother .
a guest punches a chief .,a chief is punched by a guest .,the mad brother accepted the bottle .,the bottle was accepted by the mad brother .
a winner embraces a bishop .,a bishop is embraced by a winner .,the beautiful brother accepted the bottle .,the bottle was accepted by the beautiful brother .
a girl helps a captain .,a captain is helped by a girl .,the mad brother accepted the bottle .,the bottle was accepted by the mad brother .
a parent grabs a doctor .,a doctor is grabbed by a parent .,the proud brother accepted the bottle .,the bottle was accepted by the proud brother .
an uncle punches a woman .,a woman is punched by an uncle .,the hungry brother accepted the bottle .,the bottle was accepted by the hungry brother .
the club wanted the candy .,the candy was wanted by the club .,an aggressive administration uses a key .,a key is used by an aggressive administration .
the actress kissed the princess .,the princess was kissed by the actress .,an awful administration uses a key .,a key is used by an awful administration .
